ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,iata_code,local_code
03UT,small_airport,A Z Minerals Corporation Airport,37.12080002,-109.9860001,5315,NA,US,US-UT,Mexican Hat,03UT,,03UT
03VA,closed,Whipoorwill Springs Airport,38.66460037,-77.57969666,250,NA,US,US-VA,Nokesville,03VA,,03VA
03WA,small_airport,Spangle Field,47.40819931,-117.3720016,2440,NA,US,US-WA,Spangle,03WA,,03WA
03WI,small_airport,Zink Airport,44.02750015,-88.88089752,880,NA,US,US-WI,Berlin,03WI,,03WI
03WN,small_airport,Aerostone Ranch Airport,45.875,-120.6699982,2320,NA,US,US-WA,Goldendale,03WN,,03WN
03XS,small_airport,Creekside Airport,31.31809998,-100.7539978,2100,NA,US,US-TX,Mertzon,03XS,,03XS
04AL,heliport,Anniston AHP (Anniston Army Depot),33.62639999,-85.96720123,686,NA,US,US-AL,Anniston,04AL,,04AL
04AR,heliport,Saline Memorial Hospital Heliport,34.57400131,-92.582901,430,NA,US,US-AR,Benton,04AR,,04AR
04AZ,small_airport,Chinle Airport,36.15420151,-109.5510025,5515,NA,US,US-AZ,Chinle,04AZ,,04AZ
04CA,small_airport,Gray Butte Field,34.56389999,-117.6750031,3020,NA,US,US-CA,Palmdale,04CA,,04CA
04CL,small_airport,Hunt's Sky Ranch Airport,33.08169937,-116.4410019,2310,NA,US,US-CA,Julian,04CL,,04CL
04CT,heliport,Shingle Mill Heliport,41.75510025,-73.05239868,880,NA,US,US-CT,Harwinton,04CT,,04CT
04F,small_airport,De Leon Municipal Airport,32.09880066,-98.52529907,1293,NA,US,US-TX,De Leon,04F,,04F
04FA,small_airport,Richards Field,25.55870056,-80.51509857,9,NA,US,US-FL,Homestead,04FA,,04FA
04FL,small_airport,Cross Creek Farms Airport,29.23940086,-81.22200012,30,NA,US,US-FL,Ormond,04FL,,04FL
04I,small_airport,Columbus Southwest Airport,39.91120148,-83.188797,920,NA,US,US-OH,Columbus,04I,,04I
04IA,small_airport,Middlekoop Airport,41.0882988,-92.05460358,801,NA,US,US-IA,Packwood,04IA,,04IA
04ID,small_airport,Lanham Field,43.87770081,-116.5370026,2343,NA,US,US-ID,Emmett,04ID,,04ID
04II,small_airport,Turkey Run Airport,41.13059998,-84.99410248,765,NA,US,US-IN,New Haven,04II,,04II
04IL,small_airport,Schertz Aerial Service - Hudson Airport,40.63750076,-89.00700378,755,NA,US,US-IL,Hudson,04IL,,04IL
04IN,seaplane_base,Lake Gage Seaplane Base,41.701389,-85.113056,954,NA,US,US-IN,Angola,04IN,,04IN
04IS,small_airport,Van Gorder Airport,40.17860031,-88.56900024,728,NA,US,US-IL,Mansfield,04IS,,04IS
04KS,heliport,Robinson Industries Heliport,38.97890091,-95.21970367,835,NA,US,US-KS,Lawrence,04KS,,04KS
04KY,small_airport,Natchez Trace Farm Airport,37.13510132,-85.78939819,710,NA,US,US-KY,Hiseville,04KY,,04KY
04LA,heliport,St James Heliport,30.051111,-90.702222,10,NA,US,US-LA,Lutcher,04LA,,04LA
04LL,small_airport,Brunner Airport,42.13610077,-88.28759766,750,NA,US,US-IL,West Dundee,04LL,,04LL
04LS,heliport,La National Guard Heliport,30.44610023,-91.1053009,52,NA,US,US-LA,Baton Rouge,04LS,,04LS
04MA,closed,Goddard Field (Airport),42.80979919,-71.1391983,200,NA,US,US-MA,Haverhill,04MA,,04MA
04MD,heliport,Chesapeake City Heliport,39.51810074,-75.8214035,40,NA,US,US-MD,Chesapeake City,04MD,,04MD
04ME,small_airport,Beech Hill Airport,44.66669846,-69.89389801,625,NA,US,US-ME,Mercer,04ME,,04ME
04MI,small_airport,Rapids Airway Airport,42.53450012,-84.62830353,880,NA,US,US-MI,Eaton Rapids,04MI,,04MI
04MN,small_airport,Helblad Airport,47.9858017,-94.68689728,1195,NA,US,US-MN,Kelliher,04MN,,04MN
04MO,small_airport,Airpark Private Airport,39.30120087,-91.45149994,767,NA,US,US-MO,Vandalia,04MO,,04MO
04MS,small_airport,Nick's Flying Service Inc Airport,32.9396019,-90.83730316,100,NA,US,US-MS,Rolling Fork,04MS,,04MS
04MT,small_airport,Pluhar Airport,47.13749778,-106.488095,2715,NA,US,US-MT,Cohagen,04MT,,04MT
04NC,heliport,Western Wake Medical Center Heliport,35.73920059,-78.78220367,445,NA,US,US-NC,Cary,04NC,,04NC
04NE,small_airport,Mc Connell Field Airport,41.15999985,-101.2990036,3035,NA,US,US-NE,Sarben,04NE,,04NE
04NJ,small_airport,Emmanuel Airport,39.59680176,-75.23349762,155,NA,US,US-NJ,Elmer,04NJ,,04NJ
04NV,small_airport,Kingston Ranch Airport,35.75550079,-115.6650009,2620,NA,US,US-NV,Sandy Valley,04NV,,04NV
04NY,small_airport,Klaverack Airport,42.26229858,-73.69619751,250,NA,US,US-NY,Hudson,04NY,,04NY
04OG,heliport,Teufel Heliport,45.530833,-123.085556,185,NA,US,US-OR,Forest Grove,04OG,,04OG
04OH,small_airport,Bossow Airport,41.24769974,-81.10070038,1080,NA,US,US-OH,Garrettsville,04OH,,04OH
04OK,heliport,Stillwater Medical Center Heliport,36.11529922,-97.07949829,984,NA,US,US-OK,Stillwater,04OK,,04OK
04OR,small_airport,Collins Landing Strip,44.74990082,-120.2009964,1500,NA,US,US-OR,Mitchell,04OR,,04OR
04PA,heliport,S & C Distribution Center Heliport,39.87929916,-75.22879791,50,NA,US,US-PA,Philadelphia,04PA,,04PA
04PN,heliport,Strawbridge & Clothier Exton Heliport,40.0306619,-75.63021,320,NA,US,US-PA,Exton,04PN,,04PN
04SC,heliport,Emergency Helipad,34.84059906,-82.60690308,994,NA,US,US-SC,Easley,04SC,,04SC
04TA,heliport,Capitol National Bank Building Heliport,30.27104167,-97.74469757,540,NA,US,US-TX,Austin,04TA,,04TA
04TE,heliport,Veterans Affairs Medical Center Heliport,29.70019913,-95.38739777,49,NA,US,US-TX,Houston,04TE,,04TE
04TN,small_airport,Hensley Airpark,36.18330002,-82.67890167,1430,NA,US,US-TN,Chuckey,04TN,,04TN
04TS,heliport,Hummingbird Heliport,30.55349922,-97.60610199,690,NA,US,US-TX,Hutto,04TS,,04TS
04TX,small_airport,Pocock Airport,31.73220062,-97.36889648,565,NA,US,US-TX,China Spring,04TX,,04TX
04UT,small_airport,Navajo Mountain Airport,37.00830078,-110.7949982,6160,NA,US,US-UT,Navajo Mountain Trdng Post,04UT,,04UT
04V,small_airport,Saguache Municipal Airport,38.0990833,-106.1743889,7826,NA,US,US-CO,Saguache,04V,,04V
04VA,heliport,Russell County Medical Center Heliport,36.898,-82.078,2004,NA,US,US-VA,Lebanon,04VA,,04VA
04VG,small_airport,Manquin Flight Park Ultralightport,37.71440125,-77.21179962,50,NA,US,US-VA,Manquin,04VG,,04VG
04VT,small_airport,Lightning Bolt Field Airport,44.40110016,-72.26360321,2156,NA,US,US-VT,Cabot,04VT,,04VT
04W,small_airport,Field of Dreams Airport,46.02280045,-92.895401,1021,NA,US,US-MN,Hinckley,04W,,04W
04WA,small_airport,Ox Meadows Airport,47.58179855,-117.4369965,2345,NA,US,US-WA,Spokane,04WA,,04WA
04WI,small_airport,Dutch Gap Airstrip,42.52339935,-88.01670074,760,NA,US,US-WI,Bristol,04WI,,04WI
04WN,small_airport,Stillwater Creek Airport,46.963889,-119.641667,1510,NA,US,US-WA,Royal City,04WN,,04WN
04WV,heliport,West Virginia Univ. Hosp. Inc. Gnd. Pad #2 Heliport,39.65361111,-79.95611111,1137,NA,US,US-WV,Morgantown,04WV,,04WV
04XS,heliport,Napiers Heliport,32.58209991,-97.14250183,625,NA,US,US-TX,Mansfield,04XS,,04XS
05AK,small_airport,Wasilla Creek Airpark,61.66830063,-149.1880035,620,NA,US,US-AK,Palmer,05AK,,05AK
05AL,heliport,Allen Stagefield Army Heliport,31.23119926,-85.64969635,365,NA,US,US-AL,Fort Rucker/Wicksburg,05AL,,05AL
05AR,small_airport,Ozark Skies Airpark,36.000633,-93.57025,1900,NA,US,US-AR,Kingston,05AR,,05AR
05AZ,heliport,Yuma Regional Medical Center Heliport,32.68280029,-114.6340027,200,NA,US,US-AZ,Yuma,05AZ,,05AZ
05B,seaplane_base,Van Buren Seaplane Base,47.15890121,-67.93199921,440,NA,US,US-ME,Van Buren,05B,,05B
05CA,heliport,Lost Hills Sheriff's Station Heliport,34.13779831,-118.7139969,888,NA,US,US-CA,Calabasas,05CA,,05CA
05CL,small_airport,Pope Valley Airport,38.6106987,-122.3909988,618,NA,US,US-CA,Pope Valley,05CL,,05CL
05CO,small_airport,Rancho De Aereo Airport,40.2149839,-104.9844228,4978,NA,US,US-CO,Mead,05CO,,05CO
05CT,heliport,O And G Heliport,41.77370071,-73.11620331,600,NA,US,US-CT,Torrington,05CT,,05CT
05FA,small_airport,Melanie's Airport,30.91889954,-86.21829987,295,NA,US,US-FL,Florala,05FA,,05FA
05FD,heliport,Aventura Heliport,25.96089935,-80.1391983,6,NA,US,US-FL,North Miami Beach,05FD,,05FD
05FL,small_airport,Charlton Strip,26.5230999,-81.40830231,36,NA,US,US-FL,La Belle,05FL,,05FL
05GA,small_airport,Raju Airport,32.07139969,-84.71440125,625,NA,US,US-GA,Richland,05GA,,05GA
05IA,small_airport,Spotts Field,43.13750076,-93.06829834,1155,NA,US,US-IA,Nora Springs,05IA,,05IA
05ID,small_airport,Running Creek Ranch Airport,45.91410065,-114.8359985,2969,NA,US,US-ID,Grangeville,05ID,,05ID
05II,small_airport,Reichhart Airport,41.02870178,-84.99720001,795,NA,US,US-IN,New Haven,05II,,05II
05IL,small_airport,Classic Landings Airport,41.15670013,-88.01670074,635,NA,US,US-IL,Bonfield,05IL,,05IL
05IN,small_airport,Cooper Airport,39.64199829,-86.5042038,860,NA,US,US-IN,Belleville,05IN,,05IN
05IS,small_airport,Hardy Airport,39.72589874,-89.26399994,605,NA,US,US-IL,Mount Auburn,05IS,,05IS
05KS,small_airport,Darbro Field,37.26620102,-95.959198,945,NA,US,US-KS,Elk City,05KS,,05KS
05KY,small_airport,Cartersville Airport,37.53689957,-84.40720367,1070,NA,US,US-KY,Berea,05KY,,05KY
05LA,small_airport,Greg's Flying Service Airport,32.26530075,-91.69779968,76,NA,US,US-LA,Baskin,05LA,,05LA
05LL,heliport,Midwest Heliport,41.74890137,-87.93509674,710,NA,US,US-IL,Willowbrook,05LL,,05LL
05LS,small_airport,Grass Roots Airport,31.25219917,-92.47579956,83,NA,US,US-LA,Alexandria,05LS,,05LS
05M,heliport,Pauls Valley General Hospital Heliport,34.71969986,-97.21399689,911,NA,US,US-OK,Pauls Valley,05M,,05M
05MA,heliport,Bentley Heliport,42.69120026,-70.91230011,80,NA,US,US-MA,Ipswich,05MA,,05MA
05MD,small_airport,Breezecroft Airport,39.25009918,-76.2052002,20,NA,US,US-MD,Chestertown,05MD,,05MD
05ME,small_airport,Drisko Airport,44.6570015,-67.55919647,70,NA,US,US-ME,Jonesboro,05ME,,05ME
05MO,heliport,Portageville Community Heliport,36.42979813,-89.68009949,272,NA,US,US-MO,Portageville,05MO,,05MO
05MS,heliport,Va Medical Center Jackson Heliport,32.31890106,-90.16809845,359,NA,US,US-MS,Jackson,05MS,,05MS
05NC,heliport,Brunswick Community Hospital Heliport,34.0080986,-78.29109955,63,NA,US,US-NC,Supply,05NC,,05NC
05NE,small_airport,Mc Kay Airport,41.72219849,-98.30899811,2010,NA,US,US-NE,Spalding,05NE,,05NE
05NH,heliport,Stumpfield Heliport,42.9239006,-70.95140076,200,NA,US,US-NH,Kensington,05NH,,05NH
05NJ,heliport,Paulus Hook Pier Heliport,40.7140007,-74.03150177,7,NA,US,US-NJ,Jersey City,05NJ,,05NJ
05NY,heliport,Oswego County At Pulaski Heliport,43.55199814,-76.09020233,445,NA,US,US-NY,Pulaski,05NY,,05NY
05OI,small_airport,Dorlon Airpark,41.28839874,-81.96260071,830,NA,US,US-OH,Columbia Station,05OI,,05OI
05OK,small_airport,Hawk Haven Airport,35.85340118,-97.56749725,1075,NA,US,US-OK,Crescent,05OK,,05OK
05OR,small_airport,Peacock Ranch Airport,45.44150162,-117.3509979,3500,NA,US,US-OR,Enterprise,05OR,,05OR
05PA,heliport,Philadelphia Market Street Heliport,39.95479965,-75.17819977,110,NA,US,US-PA,Philadelphia,05PA,,05PA
05PN,heliport,State Police Area Iii Heliport,40.30009842,-76.85800171,485,NA,US,US-PA,Harrisburg,05PN,,05PN
05PS,small_airport,Mills Brothers Airport,40.14279938,-77.86190033,1210,NA,US,US-PA,Burnt Cabins,05PS,,05PS
05S,small_airport,Vernonia Airfield,45.85150146,-123.2419968,647,NA,US,US-OR,Vernonia,05S,,05S
05TA,small_airport,Brandes Air Field,29.8090992,-96.26509857,276,NA,US,US-TX,Sealy,05TA,,05TA
05TE,small_airport,Hilde-Griff Field,30.7220993,-97.79139709,950,NA,US,US-TX,Georgetown,05TE,,05TE
05TN,closed,Thurmond Glenn Field,35.55699921,-89.55290222,285,NA,US,US-TN,Covington,05TN,,05TN
05TS,small_airport,Dew Drop Airport,33.12929916,-97.3585968,750,NA,US,US-TX,Justin,05TS,,05TS
05TX,small_airport,Circle 'A' Ranch Airport,32.12919998,-97.40419769,608,NA,US,US-TX,Blum,05TX,,05TX
05UT,small_airport,Oljato Airport,37.03329849,-110.3170013,4838,NA,US,US-UT,Oljato,05UT,,05UT
05V,small_airport,Blanca Airport,37.41109848,-105.552002,7720,NA,US,US-CO,Blanca,05V,,05V
05VA,small_airport,Providence Airport,37.2242012,-78.41860199,445,NA,US,US-VA,Farmville,05VA,,05VA
05VT,heliport,Port of Highgate Springs Heliport,45.01330185,-73.08670044,68,NA,US,US-VT,Highgate Springs,05VT,,05VT
05WA,heliport,Sacred Heart Medical Center Helistop,47.64820099,-117.4140015,2220,NA,US,US-WA,Spokane,05WA,,05WA
05WI,small_airport,Ames Private Airport,42.65110016,-88.74590302,958,NA,US,US-WI,Darien,05WI,,05WI
05WN,small_airport,Flat Creek Field,48.702222,-118.0475,1570,NA,US,US-WA,Kettle Falls,05WN,,05WN
05XS,small_airport,Johnson Memorial Airport,33.07929993,-91.54319763,105,NA,US,US-AR,Wilmot,05XS,,05XS
05Y,small_airport,Henning Municipal Airport,46.30379868,-95.4394989,1455,NA,US,US-MN,Henning,05Y,,05Y
06AK,small_airport,June Lake Airpark,61.627619,-149.575331,425,NA,US,US-AK,Wasilla,06AK,,06AK
06AL,heliport,Brown Stagefield Army Heliport,31.38839912,-85.97239685,415,NA,US,US-AL,Fort Rucker/New Brockton,06AL,,06AL
06AR,small_airport,Bondair Airport,35.54449844,-92.18489838,499,NA,US,US-AR,Higden,06AR,,06AR
06AZ,heliport,Mercy Gilbert Medical Center Heliport,33.28580093,-111.7529984,1280,NA,US,US-AZ,Gilbert,06AZ,,06AZ
06B,seaplane_base,Lucky Landing Marina and Seaplane Base,44.9070015,-68.80500031,115,NA,US,US-ME,Bangor,06B,,06B
06CA,heliport,Sce Solar I Heliport,34.87080002,-116.8339996,1942,NA,US,US-CA,Yermo,06CA,,06CA
06CL,heliport,Abc7-Tv Heliport,35.15719986,-118.2890015,520,NA,US,US-CA,Glendale,06CL,,06CL
06CO,small_airport,Jecan Airport,37.38750076,-103.6910019,5100,NA,US,US-CO,Branson,06CO,,06CO
06FA,small_airport,William P Gwinn Airport,26.90839958,-80.3289032,28,NA,US,US-FL,Jupiter,06FA,,06FA
06FD,small_airport,Grass Roots Airpark,28.64170074,-81.88500214,105,NA,US,US-FL,Mascotte,06FD,,06FD
06FL,heliport,Morton Plant Hospital Heliport,27.95339966,-82.8042984,3,NA,US,US-FL,Clearwater,06FL,,06FL
06GA,heliport,Smith Heliport,33.7533989,-84.16210175,1065,NA,US,US-GA,Redan,06GA,,06GA
06I,seaplane_base,Patoka Reservoir Landing Area Seaplane Base,38.4333992,-86.69110107,536,NA,US,US-IN,French Lick,06I,,06I
06IA,small_airport,Rich Field,41.84140015,-91.83429718,880,NA,US,US-IA,Walford,06IA,,06IA
06ID,small_airport,Larkin Airport,43.46269989,-116.3590012,2750,NA,US,US-ID,Kuna,06ID,,06ID
06IL,small_airport,Humm Airport,41.59949875,-88.86990356,708,NA,US,US-IL,Earlville,06IL,,06IL
06IN,small_airport,Ellis Fly-In Airport,39.28279877,-87.3035965,575,NA,US,US-IN,Blackhawk,06IN,,06IN
06IS,small_airport,Sinele Strip,40.54639816,-91.27429962,695,NA,US,US-IL,Nauvoo,06IS,,06IS
06KS,heliport,Riverside Hospital Airlift Heliport,37.69580078,-97.37249756,1332,NA,US,US-KS,Wichita,06KS,,06KS
06KY,heliport,Falcon Heliport,37.52590179,-83.34519958,751,NA,US,US-KY,Jackson,06KY,,06KY
06LA,heliport,Panther Helicopters Inc Heliport,29.84600067,-90.02780151,,NA,US,US-LA,Belle Chasse,06LA,,06LA
06LL,heliport,Hammersmith Heliport,41.87360001,-88.49690247,812,NA,US,US-IL,Elburn,06LL,,06LL
06LS,heliport,Tembec Heliport,30.70789909,-91.32019806,85,NA,US,US-LA,St Francisville,06LS,,06LS
06MA,heliport,The Barn Heliport,42.69060135,-71.60900116,210,NA,US,US-MA,Pepperell,06MA,,06MA
06MD,heliport,Bayview Heliport,39.29140091,-76.5463028,132,NA,US,US-MD,Baltimore,06MD,,06MD
06MI,heliport,W A Foote Memorial Hospital Heliport,42.25109863,-84.3914032,978,NA,US,US-MI,Jackson,06MI,,06MI
06MN,small_airport,Pike Field Airport,47.65190125,-92.41670227,1463,NA,US,US-MN,Virginia,06MN,,06MN
06MO,small_airport,Noahs Ark Airport,39.23059845,-94.80439758,755,NA,US,US-MO,Waldron,06MO,,06MO
06MT,small_airport,Torgerson Airport,48.55830002,-112.1090012,3541,NA,US,US-MT,Ethridge,06MT,,06MT
06N,small_airport,Randall Airport,41.43199921,-74.39160156,523,NA,US,US-NY,Middletown,06N,,06N
06NC,small_airport,Tailwinds Airport,34.82749939,-78.93029785,163,NA,US,US-NC,St. Pauls,06NC,,06NC
06ND,small_airport,Fitterer's Strip,46.74890137,-101.6689987,2180,NA,US,US-ND,Glen Ullin,06ND,,06ND
06NE,heliport,St Marys Hospital Heliport,40.68000031,-95.86170197,1015,NA,US,US-NE,Nebraska City,06NE,,06NE
06NH,small_airport,Cole Farm Airport,42.92839813,-70.97309875,160,NA,US,US-NH,Kensington,06NH,,06NH
06NJ,heliport,Chemical Bank - New Jersey Na Heliport,39.95009995,-74.99960327,25,NA,US,US-NJ,Moorestown,06NJ,,06NJ
06NY,small_airport,Murphy Field,42.84280014,-76.44529724,1100,NA,US,US-NY,Auburn,06NY,,06NY
06O1,heliport,Saint Elizabeth Medical Center Heliport,41.1147995,-80.65699768,1020,NA,US,US-OH,Youngstown,06O1,,06O1
06OH,small_airport,Hal Joy Airfield,41.50979996,-80.59120178,1160,NA,US,US-OH,Williamsfield,06OH,,06OH
06OI,small_airport,Green Acres Airport,39.73479843,-84.38220215,915,NA,US,US-OH,New Lebanon,06OI,,06OI
06OK,heliport,Albert Lodge Heliport,36.54169846,-94.83360291,900,NA,US,US-OK,Grove,06OK,,06OK
06OR,small_airport,Hayden Mountain Airport,45.46509933,-123.0800018,850,NA,US,US-OR,Forest Grove,06OR,,06OR
06PA,small_airport,Freefall Oz Airport,42.00839996,-78.25810242,1440,NA,US,US-PA,Ceres,06PA,,06PA
06PN,heliport,Schiavoni Heliport,40.382733,-76.772533,727,NA,US,US-PA,Harrisburg,06PN,,06PN
06PS,heliport,Cherokee Island Castle Heliport,40.40230179,-79.9213028,760,NA,US,US-PA,West Homestead,06PS,,06PS
06R,small_airport,Grawunder Field,29.94190025,-96.24610138,289,NA,US,US-TX,Bellville,06R,,06R
06SN,small_airport,Beyer Farm Airport,37.58390045,-97.25309753,1340,NA,US,US-KS,Derby,06SN,,06SN
06TA,small_airport,Glaser Field,30.90850067,-97.11689758,480,NA,US,US-TX,Buckholts,06TA,,06TA
06TE,small_airport,Ainsworth Airport,30.31270027,-95.02690125,129,NA,US,US-TX,Cleveland,06TE,,06TE
06TN,small_airport,Hunter STOLport,35.69729996,-86.95690155,640,NA,US,US-TN,Columbia,06TN,,06TN
06TS,small_airport,Roscoe Mc Connico Airport,32.12070084,-96.17910004,350,NA,US,US-TX,Kerens,06TS,,06TS
06TX,small_airport,Diamond N Ranch Airport,30.05760002,-95.81289673,215,NA,US,US-TX,Hockley,06TX,,06TX
06VA,small_airport,Mount Horeb Field,38.24900055,-78.8553009,1160,NA,US,US-VA,Grottoes,06VA,,06VA
06WA,heliport,N A Degerstrom Yard Heliport,47.68629837,-117.197998,2013,NA,US,US-WA,Spokane,06WA,,06WA
06WI,small_airport,Young Private Airport,45.66270065,-92.45020294,1075,NA,US,US-WI,Frederic,06WI,,06WI
06WN,small_airport,Western Airpark,46.92499924,-122.5530014,394,NA,US,US-WA,Yelm,06WN,,06WN
06XS,small_airport,Campbell Field,33.3246994,-97.04419708,546,NA,US,US-TX,Aubrey,06XS,,06XS
06Y,small_airport,Herman Municipal Airport,45.83000183,-96.16059875,1068,NA,US,US-MN,Herman,06Y,,06Y
07AL,heliport,Tac X Stagefield Army Heliport,31.12520027,-85.97910309,132,NA,US,US-AL,Fort Rucker/Samson,07AL,,07AL
07AR,small_airport,Morrilton Airport,35.19449997,-92.80020142,300,NA,US,US-AR,Morrilton,07AR,,07AR
07AZ,closed,John C Lincoln Hospital Heliport,33.56669998,-112.0690002,1255,NA,US,US-AZ,Phoenix,07AZ,,07AZ
07B,small_airport,Blue Hill Airport,44.44800186,-68.56970215,360,NA,US,US-ME,Blue Hill,07B,,07B
07CA,heliport,West Side Hospital Heliport,35.13890076,-119.4509964,850,NA,US,US-CA,Taft,07CA,,07CA
07CL,small_airport,Richvale Airport,39.49769974,-121.7710037,100,NA,US,US-CA,Richvale,07CL,,07CL
07CO,small_airport,Comanche Creek Airport,39.2635994,-104.427002,6620,NA,US,US-CO,Kiowa,07CO,,07CO
07CT,closed,Tnt Heliport,41.45289993,-72.24960327,430,NA,US,US-CT,Salem,07CT,,07CT
07D,small_airport,Tackaberry Airport,43.0644989,-82.72380066,764,NA,US,US-MI,Avoca,07D,,07D
07FA,small_airport,Ocean Reef Club Airport,25.3253994,-80.27480316,8,NA,US,US-FL,Key Largo,07FA,,07FA
07FD,small_airport,Flying G Ranch STOLport,30.41799927,-83.28379822,90,NA,US,US-FL,Lee,07FD,,07FD
07FL,heliport,Southwest Florida Regional Medical Center Heliport,26.60540009,-81.85949707,18,NA,US,US-FL,Fort Myers,07FL,,07FL
07GA,small_airport,Alcovy Airport,33.67499924,-83.76309967,750,NA,US,US-GA,Covington,07GA,,07GA
07I,seaplane_base,Lake Monroe Seaplane Base,39.05870056,-86.44609833,538,NA,US,US-IN,Bloomington,07I,,07I
07ID,small_airport,Interstate Airport,42.27819824,-113.3050003,4580,NA,US,US-ID,Malta,07ID,,07ID
07II,heliport,St Vincent Jennings Hospital Heliport,39.01060104,-85.64080048,740,NA,US,US-IN,North Vernon,07II,,07II
07IN,small_airport,Gray Airport,39.57369995,-85.91390228,750,NA,US,US-IN,Boggstown,07IN,,07IN
07K,small_airport,Central City Municipal - Larry Reineke Field,41.11259842,-98.05169678,1717,NA,US,US-NE,Central City,07K,,07K
07KS,small_airport,Heape Field,37.73419952,-96.93669891,1321,NA,US,US-KS,Augusta,07KS,,07KS
07KY,small_airport,Blue Lick Airport,38.08060074,-85.69329834,532,NA,US,US-KY,Louisville,07KY,,07KY
07LA,heliport,Air Oil Inc Nr 1 Heliport,29.93709946,-90.18370056,,NA,US,US-LA,Harahan,07LA,,07LA
07LS,heliport,LA State Police Troop F Heliport,32.51810074,-91.98899841,80,NA,US,US-LA,Monroe,07LS,,07LS
07MA,heliport,West Pond Heliport,41.91699982,-70.70950317,149,NA,US,US-MA,Plymouth,07MA,,07MA
07MD,small_airport,Baugher's Orchard Airport,39.60829926,-77.05190277,700,NA,US,US-MD,Westminster,07MD,,07MD
07ME,heliport,Westbrook Heliport,43.73830032,-70.33920288,250,NA,US,US-ME,Westbrook,07ME,,07ME
07MI,small_airport,Scott Airstrip,43.86420059,-85.02390289,1065,NA,US,US-MI,Lake,07MI,,07MI
07MN,small_airport,Dairyview Airport,44.05500031,-95.90950012,1680,NA,US,US-MN,Hadley,07MN,,07MN
07MO,small_airport,Lake Sexton Airport,38.65000153,-93.61689758,880,NA,US,US-MO,Warrensburg,07MO,,07MO
07MT,small_airport,Glasgow Industrial Airport,48.42110062,-106.5279999,2762,NA,US,US-MT,Glasgow,07MT,,07MT
07N,small_airport,Bermudian Valley Airpark,40.01679993,-77.00389862,470,NA,US,US-PA,Kralltown,07N,,07N
07NC,small_airport,Hawks Meadow Airport,34.83319855,-80.75119781,625,NA,US,US-NC,Waxhaw,07NC,,07NC
07NH,seaplane_base,Diving Rock Seaplane Base,43.17559814,-72.06390381,1404,NA,US,US-NH,Washington,07NH,,07NH
07NJ,heliport,Palisades General Hospital Heliport,40.79180145,-73.99539948,10,NA,US,US-NJ,North Bergen,07NJ,,07NJ
07NY,heliport,Mmc Heliport,42.66640091,-74.76499939,1320,NA,US,US-NY,Monticello,07NY,,07NY
07OH,heliport,Tennessee Gas Heliport,39.93730164,-81.6835022,1025,NA,US,US-OH,Claysville,07OH,,07OH
07OK,small_airport,Pleasant Valley Airport,34.63339996,-99.03369904,1322,NA,US,US-OK,Snyder,07OK,,07OK
07OR,small_airport,Bruce's Airport,45.42179871,-122.6200027,250,NA,US,US-OR,Milwaukie,07OR,,07OR
07PN,small_airport,Folmar Airport,40.998889,-78.125278,1690,NA,US,US-PA,Grassflat,07PN,,07PN
07SN,small_airport,Churchill Airport,39.77280045,-99.36009979,1965,NA,US,US-KS,Phillipsburg,07SN,,07SN
07TA,small_airport,Salaika Aviation Airport,29.2404995,-95.34470367,30,NA,US,US-TX,Danbury,07TA,,07TA
07TE,small_airport,Cuddihy Field,27.72109985,-97.51280212,39,NA,US,US-TX,Corpus Christi,07TE,,07TE
07TN,small_airport,Corntassel Airport,35.5685997,-84.2410965,970,NA,US,US-TN,Vonore,07TN,,07TN
07TS,small_airport,Cross-Country Estates Airport,30.625,-97.57279968,690,NA,US,US-TX,Georgetown,07TS,,07TS
07TX,heliport,Pecks Heliport,33.18399811,-96.44799805,660,NA,US,US-TX,Princeton,07TX,,07TX
07UT,small_airport,ATK/Thiokol Airport,41.7166667,-112.4472222,4480,NA,US,US-UT,Howell,07UT,,07UT
07VA,small_airport,Alpha Hotel Airport,36.81959915,-78.78309631,350,NA,US,US-VA,Clover,07VA,,07VA
07VT,small_airport,Meadow STOLport,44.44720078,-72.91470337,801,NA,US,US-VT,Jericho,07VT,,07VT
07WA,heliport,Deaconess Medical Center Heliport,47.65179825,-117.4250031,2110,NA,US,US-WA,Spokane,07WA,,07WA
07WI,small_airport,Bartell Strip,42.96530151,-88.39150238,990,NA,US,US-WI,Genessee Depot,07WI,,07WI
07XS,heliport,Allen Ponderosa Heliport,32.54219818,-97.39170074,840,NA,US,US-TX,Crowley,07XS,,07XS
07Y,small_airport,Hill City-Quadna Mountain Airport,46.95550156,-93.59690094,1289,NA,US,US-MN,Hill City,07Y,,07Y
08AK,small_airport,Fisher Airport,61.569639,-149.724439,200,NA,US,US-AK,Big Lake,08AK,,08AK
08AR,heliport,Crittenden Regional Hospital Heliport,35.141944,-90.19,206,NA,US,US-AR,West Memphis,08AR,,08AR
08AZ,heliport,Mesa Police Heliport,33.41740036,-111.836998,1240,NA,US,US-AZ,Mesa,08AZ,,08AZ
08B,small_airport,Merrymeeting Field,44,-69.88710022,65,NA,US,US-ME,Bowdoinham,08B,,08B
08CA,heliport,Pg & E Co. Placerville Svc Center Heliport,38.69490051,-120.8270035,1810,NA,US,US-CA,Diamond Springs,08CA,,08CA
